feature	importance
ttr	0.00033829507803289396
alpp	0.000337858450621864
clec11a	0.00033766537285688893
icoslg	0.00033765347620939124
rbp2	0.0003375058513322833
ivd	0.000336764224700503
olr1	0.00033673684921652845
igdcc3	0.0003365003825755772
mslnl	0.0003364227039016524
ptk7	0.00033597209275770405
fgr	0.0003358226301091309
bpifb2	0.00033573691161815444
ace2	0.0003356444528707037
hdac8	0.0003355113351902638
chrm1	0.0003351103215308025
iglc2	0.00033503120162610374
phldb2	0.0003350282133613022
preb	0.00033483216299789233
pecr	0.0003344157466238399
scg3	0.0003343297842522674
mepe	0.0003342056989906008
cd33	0.0003341098113894135
mfap5	0.0003340375380962629
tgfbi	0.00033378532827744116
krt14	0.0003336738304709294
septin8	0.00033350741384235836
dhodh	0.00033344801650208434
tnf	0.0003333968786040011
yap1	0.0003333485103874141
prg2	0.0003333379502237431
spesp1	0.00033315290605866025
mxra8	0.0003327383303441663
wasl	0.00033257296590485594
susd2	0.000332491184778701
bambi	0.00033238671951311624
igf2bp3	0.00033234527896135597
oxt	0.0003322622844580343
arhgef5	0.000332260495431928
guca2a	0.0003320125891699096
gimap7	0.0003319514639706846
aoc3	0.0003318682505873408
cxcl8	0.00033178942181277306
duox2	0.0003314932243384858
reg1b	0.0003313995432073528
fut8	0.0003313780551441554
il12rb1	0.0003313619750463658
ddx39a	0.0003312842613815504
spink2	0.00033115809865506964
gpr101	0.0003310335889759882
adipoq	0.0003310022794048306
lrp1	0.0003309554377410635
adm	0.0003307949420995407
pfdn2	0.00033065428182286517
lmod2	0.00033062595207039895
ca5a	0.0003304629935269179
cst7	0.00033002078654008105
gsap	0.00033001748250188984
nell1	0.00032996767768042677
psmg4	0.0003299463940513272
cdh17	0.00032992436391783775
bmp4	0.0003299077291837642
lyar	0.0003298807421565444
clec6a	0.0003298495519382761
cd101	0.0003293741341413168
tgfa	0.0003291649613088034
rbp5	0.00032907191571162936
hla_e	0.000328995856899502
prdx6	0.00032894664699761205
zbtb17	0.00032885369112355714
otoa	0.00032880249397746955
angptl2	0.0003285562151744144
igsf21	0.0003283817935301483
fuca1	0.00032832850651125695
gfap	0.0003281521551509195
epgn	0.00032813909345292966
ccdc50	0.000328072931233239
rpgr	0.00032807002284630126
itm2a	0.00032804814411558714
nptxr	0.00032801399895101863
il20	0.0003279374291007261
uros	0.0003279230771634687
gbp2	0.0003278544717425412
tcl1b	0.000327744475695378
prss27	0.00032772266703973954
cplx2	0.0003275658637344606
fetub	0.0003275634455859659
vim	0.0003275490699730576
ahsp	0.00032729144533027245
icam3	0.00032718433738635204
cytl1	0.00032714111071358227
adgrv1	0.00032709256229277253
lsp1	0.0003269701716421756
fos	0.0003268743766251683
neo1	0.0003264949626175743
dsg4	0.0003264141357629886
vsnl1	0.0003263826738874238
shc1	0.00032584843318707757
rbpms	0.00032525586713615616
rbks	0.00032479020927947676
pfdn4	0.00032475597774641473
psg1	0.00032468792043827095
itgb5	0.0003246169404128607
anxa5	0.0003245605563760824
vwf	0.00032437845511388983
tnn	0.00032427613104655216
acta2	0.00032427428164720924
glo1	0.0003242313047450116
sprr3	0.00032409974256184204
cdc25a	0.00032409797405116446
man2b2	0.00032403647357032807
cntn1	0.00032353867323904226
b4gat1	0.0003233916391363409
tsc1	0.00032324100948847814
ccl24	0.0003232234821462019
igfbp2	0.00032283266036556323
nampt	0.00032277760806992243
thsd1	0.0003227019507725821
pvalb	0.0003222825860672397
scara5	0.00032221239545992235
amdhd2	0.000321687490796538
skiv2l	0.00032130555700081984
cd209	0.0003211419970635561
creg1	0.0003209271319863759
crtap	0.00032089652224550973
afp	0.0003208017822148577
krt8	0.00032070943764715535
per3	0.00032064356442469645
ifnar1	0.00032018300961380463
mfge8	0.0003201736023678754
clec4g	0.0003201139225437509
oscar	0.0003198202844445825
acp6	0.0003197425168300774
lrig1	0.0003195603430388313
doc2b	0.00031951992535449945
c19orf12	0.0003190778231760584
mansc4	0.000318716168364925
adgre1	0.00031862588211373997
m6pr	0.00031858432949606814
ism1	0.000318391396403299
cdh23	0.0003183575527318584
hrg	0.0003182620497707142
tnfrsf10b	0.00031790930455639346
cfp	0.0003173976173586095
mnda	0.00031731062916447194
cope	0.0003171478933996854
cd200r1	0.00031710707673424587
adamtsl5	0.0003171066747303255
pqbp1	0.00031677981188990686
gask1a	0.00031656019386317174
insr	0.00031643405416945705
itih5	0.00031640515232958267
lypd1	0.00031627341927675584
ret	0.0003162591501701071
il18rap	0.00031607816745295457
il10	0.0003160614709539399
